Location,Area_sqft,BHK,Bathrooms,Furnishing,Property_Type,Facing,City_Zone,Parking_Type,Transaction_Type,Property_Age_Years,Floor,Distance_from_City_Center_km,Price
Bangalore,3660,1,2,Fully Furnished,Apartment,West,Central,Open,New,19,13,20.84,47631671.0
Delhi,2849,4,2,Fully Furnished,Villa,West,Outskirts,None,New,20,17,19.6,40938107.0
Pune,1263,5,3,Fully Furnished,Apartment,South,Suburb,None,New,2,16,3.94,15358086.0
Mumbai,539,2,4,Semi-Furnished,Independent House,East,Central,Open,New,0,13,28.43,10902606.0
Hyderabad,624,1,3,Unfurnished,Villa,North,Central,None,New,21,7,34.64,5260934.0
Chennai,957,3,4,Semi-Furnished,Independent House,East,Central,Covered,Resale,0,11,17.59,12034302.0
Mumbai,1973,4,2,Fully Furnished,Apartment,North,Outskirts,None,New,30,25,2.68,31600129.0
Pune,785,4,3,Semi-Furnished,Independent House,South,Outskirts,Covered,Resale,16,5,30.99,7738589.0
Kolkata,920,2,2,Fully Furnished,Apartment,West,Suburb,None,Resale,32,0,9.31,7125304.0
Chennai,4372,4,3,Unfurnished,Villa,South,Outskirts,Covered,Resale,23,29,30.93,43111549.0
Kolkata,3234,2,4,Semi-Furnished,Apartment,East,Outskirts,None,New,14,11,29.95,26589368.0
Delhi,3542,4,1,Unfurnished,Villa,East,Suburb,None,Resale,13,19,23.21,49618088.0
Delhi,2233,1,1,Semi-Furnished,Villa,South,Outskirts,Open,Resale,2,29,30.96,31642524.0
Bangalore,3561,2,1,Unfurnished,Villa,South,Outskirts,None,New,34,5,2.65,45120249.0
Kolkata,3901,4,2,Semi-Furnished,Apartment,West,Central,Covered,New,9,23,29.73,33865431.0
Pune,1899,1,2,Semi-Furnished,Apartment,South,Outskirts,None,New,33,18,14.92,18634467.0
Hyderabad,3363,1,2,Fully Furnished,Apartment,East,Suburb,Open,Resale,27,26,23.74,28657558.0
Chennai,1877,1,3,Semi-Furnished,Villa,West,Suburb,None,New,10,15,16.62,19688858.0
Mumbai,1303,2,2,Unfurnished,Apartment,West,Central,Open,Resale,6,16,24.57,21115808.0
Pune,2031,2,4,Unfurnished,Independent House,West,Suburb,Open,New,31,9,12.72,21435986.0
Pune,4386,4,2,Unfurnished,Villa,East,Outskirts,Open,Resale,3,12,12.54,46638165.0
Delhi,1570,3,1,Fully Furnished,Independent House,East,Central,Open,Resale,22,9,8.27,23008648.0
Kolkata,2727,3,2,Unfurnished,Apartment,North,Central,Covered,New,27,8,19.11,23383050.0
Bangalore,2144,5,4,Fully Furnished,Apartment,East,Outskirts,Covered,New,18,7,13.41,29629645.0
Bangalore,2439,3,3,Unfurnished,Apartment,North,Central,None,Resale,26,23,22.38,31309035.0
Chennai,519,3,4,Fully Furnished,Independent House,West,Suburb,Open,New,4,16,15.9,6490645.0
Delhi,4257,4,4,Unfurnished,Apartment,South,Suburb,None,Resale,16,2,33.5,59837917.0
Pune,2075,2,1,Fully Furnished,Independent House,East,Suburb,Covered,Resale,9,23,28.91,21427063.0
Hyderabad,1720,3,1,Semi-Furnished,Apartment,West,Central,Open,New,15,29,20.56,16251604.0
Delhi,1415,5,4,Unfurnished,Apartment,North,Outskirts,Covered,Resale,24,19,18.31,19584329.0
Chennai,2143,4,3,Fully Furnished,Villa,West,Suburb,Open,Resale,20,3,32.91,22408383.0
Chennai,2342,1,2,Fully Furnished,Villa,South,Suburb,Open,New,2,20,4.82,24998821.0
Delhi,3941,1,1,Fully Furnished,Apartment,East,Outskirts,None,New,28,21,28.73,53578891.0
Chennai,1846,5,4,Fully Furnished,Independent House,East,Suburb,None,Resale,24,23,3.12,20135964.0
Delhi,4016,2,1,Unfurnished,Independent House,East,Central,Covered,New,8,10,34.09,56426540.0
Mumbai,4294,1,2,Fully Furnished,Apartment,North,Central,Covered,Resale,2,3,32.69,68877921.0
Delhi,2124,2,3,Unfurnished,Villa,South,Outskirts,None,Resale,16,13,17.26,29167238.0
Kolkata,2672,3,2,Semi-Furnished,Apartment,East,Central,Open,Resale,20,19,5.99,23140986.0
Delhi,4462,3,3,Semi-Furnished,Villa,South,Central,None,New,23,15,4.2,63834278.0
Chennai,471,3,2,Semi-Furnished,Villa,South,Central,None,Resale,2,8,32.4,5520546.0
Kolkata,2600,1,1,Unfurnished,Villa,West,Outskirts,Covered,Resale,22,1,33.51,20131365.0
Chennai,2543,1,2,Semi-Furnished,Independent House,East,Central,Covered,New,3,2,2.53,27104804.0
Bangalore,4157,2,4,Unfurnished,Villa,West,Central,Covered,New,15,22,21.52,55256665.0
Bangalore,3581,2,2,Semi-Furnished,Independent House,West,Suburb,Covered,New,34,19,27.03,45871335.0
Kolkata,1881,5,4,Semi-Furnished,Apartment,South,Suburb,Covered,Resale,2,28,26.21,17047040.0
Mumbai,3275,3,4,Unfurnished,Apartment,North,Outskirts,Open,Resale,30,7,14.99,51050276.0
Bangalore,4479,4,1,Semi-Furnished,Villa,East,Suburb,Open,Resale,16,6,15.85,58984500.0
Delhi,1496,4,4,Unfurnished,Independent House,East,Central,None,New,11,27,22.01,22217201.0
Chennai,1123,3,1,Unfurnished,Independent House,North,Suburb,Covered,New,11,18,32.19,10900586.0
Bangalore,3639,5,3,Semi-Furnished,Independent House,South,Outskirts,None,Resale,29,16,27.91,47097043.0
Bangalore,2778,2,3,Unfurnished,Independent House,South,Outskirts,Covered,Resale,21,2,12.75,36207058.0
Mumbai,3614,1,2,Fully Furnished,Villa,North,Central,Covered,New,19,24,4.2,59490005.0
Kolkata,3271,5,2,Fully Furnished,Villa,South,Central,Open,New,22,20,24.55,29026593.0
Kolkata,4319,5,1,Semi-Furnished,Villa,East,Outskirts,Covered,New,10,29,26.8,37126252.0
Pune,2120,3,1,Fully Furnished,Independent House,South,Outskirts,Covered,New,25,27,8.82,22974019.0
Mumbai,3799,2,2,Semi-Furnished,Villa,East,Outskirts,Open,New,13,9,17.43,61449308.0
Delhi,2257,4,2,Unfurnished,Independent House,East,Suburb,Open,Resale,17,21,15.54,32183916.0
Kolkata,3165,4,2,Unfurnished,Villa,West,Suburb,Covered,New,31,20,6.4,27338030.0
Chennai,2796,4,4,Fully Furnished,Apartment,East,Suburb,None,New,24,19,10.89,28475351.0
Mumbai,4164,5,3,Fully Furnished,Apartment,East,Central,Covered,New,29,28,32.93,67303829.0
Bangalore,4421,1,2,Fully Furnished,Apartment,North,Central,Covered,New,4,13,31.14,57771548.0
Chennai,4286,2,4,Unfurnished,Villa,South,Outskirts,Covered,New,19,12,10.99,43431121.0
Chennai,2962,1,1,Fully Furnished,Apartment,East,Outskirts,Covered,New,16,21,2.91,30267524.0
Bangalore,2846,4,2,Semi-Furnished,Villa,West,Central,Open,Resale,31,5,14.56,37077188.0
Mumbai,4067,1,1,Unfurnished,Apartment,North,Central,Open,Resale,3,18,32.17,64530652.0
Bangalore,2661,5,1,Fully Furnished,Apartment,South,Suburb,Open,New,32,28,16.09,34172097.0
Pune,4017,3,3,Unfurnished,Apartment,West,Central,Covered,Resale,34,29,29.01,40924868.0
Chennai,1712,1,1,Unfurnished,Apartment,South,Central,Covered,New,0,13,30.02,17713638.0
Hyderabad,2264,1,4,Semi-Furnished,Independent House,South,Central,Open,New,9,6,15.12,22279246.0
Hyderabad,2705,1,3,Semi-Furnished,Villa,South,Central,Covered,New,29,25,21.9,24183218.0
Delhi,2207,4,2,Fully Furnished,Independent House,South,Central,None,Resale,32,28,29.92,30729988.0
Kolkata,3141,1,4,Unfurnished,Apartment,West,Central,None,New,15,26,33.3,26231294.0
Bangalore,3736,2,1,Semi-Furnished,Independent House,West,Suburb,Covered,New,6,15,25.38,48544412.0
Bangalore,1397,5,2,Semi-Furnished,Villa,East,Suburb,None,Resale,2,25,15.92,19323484.0
Delhi,2719,2,2,Fully Furnished,Villa,North,Suburb,Open,Resale,16,20,14.98,38463057.0
Delhi,3607,2,1,Unfurnished,Apartment,North,Outskirts,None,Resale,30,17,11.23,49019733.0
Delhi,998,4,4,Fully Furnished,Apartment,East,Suburb,None,New,7,28,14.83,15048577.0
Chennai,1483,1,4,Fully Furnished,Apartment,North,Outskirts,Open,Resale,33,15,34.41,13011125.0
Pune,3981,5,2,Fully Furnished,Villa,West,Central,Open,New,2,19,4.05,45542231.0
Bangalore,3486,5,1,Unfurnished,Apartment,West,Suburb,Open,New,1,12,11.31,46267930.0
Chennai,2702,5,1,Unfurnished,Independent House,North,Central,None,Resale,0,19,25.21,28338633.0
Delhi,3184,1,2,Fully Furnished,Independent House,East,Central,Open,New,14,18,30.38,45307710.0
Bangalore,1121,5,1,Fully Furnished,Villa,North,Central,Open,New,19,14,25.66,16365347.0
Chennai,1554,5,3,Fully Furnished,Villa,North,Central,None,Resale,20,3,13.93,16904509.0
Pune,416,3,4,Unfurnished,Independent House,North,Suburb,Open,Resale,15,2,22.04,5310488.0
Chennai,1391,3,4,Fully Furnished,Villa,North,Central,None,New,18,6,16.56,15957328.0
Pune,2632,5,4,Semi-Furnished,Apartment,North,Central,Open,Resale,23,22,25.14,28675133.0
Delhi,3862,2,3,Fully Furnished,Apartment,North,Central,Covered,Resale,20,16,1.92,55164552.0
Pune,1846,1,2,Fully Furnished,Villa,North,Outskirts,Covered,Resale,0,14,21.4,20595727.0
Bangalore,1865,2,4,Unfurnished,Apartment,South,Central,None,New,24,27,15.52,24574497.0
Delhi,4167,2,1,Unfurnished,Villa,West,Suburb,Covered,Resale,17,26,28.05,58449504.0
Bangalore,4027,1,2,Semi-Furnished,Apartment,North,Central,Covered,Resale,2,11,21.88,52885832.0
Hyderabad,3483,1,2,Fully Furnished,Independent House,West,Central,None,Resale,2,14,10.75,32963198.0
Mumbai,1943,4,4,Unfurnished,Independent House,North,Central,None,Resale,4,15,27.8,32409335.0
Pune,479,4,1,Unfurnished,Apartment,South,Central,Covered,Resale,2,15,8.82,7107086.0
Mumbai,3687,4,2,Unfurnished,Villa,North,Outskirts,None,Resale,26,20,14.84,58847542.0
Mumbai,1671,5,4,Unfurnished,Apartment,East,Outskirts,Covered,Resale,0,19,32.9,27179936.0
Pune,1964,5,1,Unfurnished,Villa,West,Suburb,Open,Resale,8,18,18.86,21639690.0
Delhi,2113,5,1,Unfurnished,Apartment,West,Outskirts,Open,Resale,11,29,11.87,29384921.0
Hyderabad,1409,4,2,Fully Furnished,Independent House,East,Central,None,New,3,1,31.95,14338818.0
Bangalore,1172,1,3,Unfurnished,Independent House,South,Central,Open,Resale,30,8,6.68,14903059.0
Chennai,882,5,3,Fully Furnished,Independent House,West,Suburb,None,New,17,25,28.31,9447121.0
Bangalore,2792,1,4,Fully Furnished,Apartment,North,Suburb,None,Resale,31,2,7.24,35382629.0
Chennai,3579,4,4,Semi-Furnished,Apartment,West,Suburb,None,Resale,2,15,33.36,36946011.0
Bangalore,1981,1,3,Semi-Furnished,Villa,East,Outskirts,None,Resale,3,9,22.3,26249327.0
Pune,2921,5,1,Semi-Furnished,Apartment,South,Outskirts,Open,New,24,24,34.43,30143485.0
Hyderabad,1505,1,2,Fully Furnished,Independent House,West,Central,Covered,Resale,24,7,10.35,13990133.0
Chennai,4109,4,1,Fully Furnished,Apartment,West,Suburb,Covered,Resale,13,13,6.39,41490780.0
Kolkata,3761,5,2,Fully Furnished,Apartment,North,Suburb,Covered,Resale,20,23,18.95,32274559.0
Delhi,1241,5,1,Unfurnished,Villa,East,Central,None,New,10,11,4.48,20082729.0
Bangalore,3934,4,2,Semi-Furnished,Independent House,East,Central,Open,New,20,11,24.45,52032929.0
Bangalore,2272,2,3,Unfurnished,Independent House,South,Central,None,Resale,3,16,16.97,30794163.0
Chennai,3905,3,3,Semi-Furnished,Independent House,East,Outskirts,None,New,22,12,3.81,39908831.0
Delhi,3720,4,3,Semi-Furnished,Independent House,East,Outskirts,None,Resale,7,23,31.29,52108036.0
Delhi,3128,1,3,Unfurnished,Apartment,East,Suburb,Open,Resale,1,9,20.03,43450716.0
Pune,1354,2,2,Fully Furnished,Independent House,South,Central,None,New,25,9,13.31,14186760.0
Kolkata,1995,4,2,Semi-Furnished,Independent House,West,Central,Open,New,9,16,34.43,17711782.0
Pune,2688,3,3,Fully Furnished,Apartment,West,Outskirts,Open,Resale,6,1,34.32,27996056.0
Pune,1143,5,2,Unfurnished,Independent House,South,Suburb,Open,Resale,1,25,20.73,13891603.0
Pune,1894,3,1,Semi-Furnished,Independent House,West,Suburb,None,New,27,13,3.09,20413244.0
Pune,3746,3,4,Fully Furnished,Independent House,South,Central,None,New,33,15,28.67,39579580.0
Pune,2388,4,2,Semi-Furnished,Apartment,East,Outskirts,Open,Resale,19,14,14.35,25138544.0
Hyderabad,607,5,2,Fully Furnished,Villa,North,Suburb,Open,New,14,20,28.51,7216450.0
Delhi,1483,5,1,Fully Furnished,Apartment,West,Central,None,New,28,15,30.65,20591220.0
Pune,2812,3,3,Fully Furnished,Independent House,East,Central,None,New,25,25,25.18,30444059.0
Delhi,3711,4,1,Unfurnished,Apartment,North,Central,None,New,30,21,3.58,52170972.0
Delhi,4410,5,3,Semi-Furnished,Villa,East,Outskirts,None,New,24,1,24.38,61745900.0
Mumbai,796,5,1,Fully Furnished,Villa,East,Central,Covered,Resale,33,0,4.76,14119827.0
Hyderabad,2357,1,3,Unfurnished,Apartment,South,Outskirts,None,Resale,9,21,18.13,20188706.0
Pune,608,3,1,Fully Furnished,Independent House,West,Outskirts,None,Resale,10,7,34.21,5533651.0
Bangalore,832,2,4,Fully Furnished,Villa,East,Central,Open,New,9,1,11.77,12746884.0
Chennai,3056,3,4,Unfurnished,Apartment,East,Central,Open,New,3,14,2.66,32213835.0
Kolkata,2836,4,2,Unfurnished,Independent House,North,Central,None,Resale,31,17,34.22,22829973.0
Bangalore,533,5,4,Semi-Furnished,Independent House,South,Outskirts,Covered,Resale,3,7,1.72,9475696.0
Hyderabad,1038,5,1,Unfurnished,Apartment,North,Outskirts,None,New,4,23,9.95,10297971.0
Chennai,1628,1,4,Fully Furnished,Independent House,North,Central,Open,Resale,16,17,18.99,16559553.0
Hyderabad,3769,5,1,Unfurnished,Apartment,East,Central,Open,Resale,27,23,19.12,33700589.0
Delhi,4419,5,3,Unfurnished,Villa,South,Outskirts,None,Resale,7,3,11.45,63126354.0
Chennai,1690,2,4,Fully Furnished,Independent House,East,Central,Covered,New,2,18,22.85,19479148.0
Delhi,2596,3,4,Fully Furnished,Villa,East,Central,None,Resale,19,8,28.0,36717984.0
Bangalore,2103,5,3,Semi-Furnished,Independent House,North,Outskirts,Open,New,34,8,29.68,27174933.0
Bangalore,2626,4,4,Fully Furnished,Villa,East,Suburb,Covered,Resale,34,23,22.35,34472481.0
Chennai,2595,2,2,Unfurnished,Villa,North,Suburb,Open,New,10,23,18.67,26305338.0
Chennai,1375,2,1,Unfurnished,Apartment,West,Central,Open,New,2,15,17.0,14187598.0
Pune,1428,1,2,Fully Furnished,Villa,East,Outskirts,None,New,3,12,9.66,16609817.0
Hyderabad,925,4,3,Semi-Furnished,Independent House,East,Outskirts,None,Resale,5,3,4.09,9915068.0
Pune,2727,2,4,Semi-Furnished,Villa,West,Outskirts,None,New,22,14,7.82,28875123.0
Hyderabad,2946,3,1,Fully Furnished,Independent House,East,Central,None,New,32,12,9.87,26760470.0
Pune,1235,4,2,Unfurnished,Apartment,North,Central,None,Resale,33,25,6.2,12366293.0
Delhi,2883,3,2,Fully Furnished,Independent House,West,Central,None,New,33,15,14.47,40809129.0
Chennai,3263,1,3,Unfurnished,Apartment,South,Central,None,Resale,27,15,23.2,31594939.0
Bangalore,3134,1,4,Unfurnished,Independent House,West,Outskirts,Open,New,16,2,25.18,40840097.0
Hyderabad,1938,5,1,Unfurnished,Independent House,West,Outskirts,Covered,Resale,28,3,28.65,16681011.0
Hyderabad,2310,3,4,Fully Furnished,Independent House,East,Central,None,New,18,9,9.21,22599482.0
Bangalore,4449,3,4,Unfurnished,Villa,East,Outskirts,Open,New,17,12,12.9,58151714.0
Pune,3042,1,3,Fully Furnished,Apartment,South,Suburb,Covered,New,30,24,31.91,31201215.0
Hyderabad,1703,3,3,Fully Furnished,Independent House,West,Outskirts,Covered,Resale,6,24,19.41,16248518.0
Kolkata,531,4,1,Semi-Furnished,Villa,West,Central,Covered,Resale,17,13,18.1,5473623.0
Delhi,792,5,1,Semi-Furnished,Villa,West,Outskirts,Open,New,34,10,5.55,11820752.0
Chennai,3984,5,3,Semi-Furnished,Apartment,East,Suburb,None,New,32,8,10.18,40405099.0
Bangalore,3075,4,3,Fully Furnished,Apartment,South,Suburb,Covered,New,0,10,6.86,42327130.0
Chennai,2866,2,1,Fully Furnished,Independent House,North,Central,None,Resale,8,8,16.71,28986327.0
Kolkata,1625,3,2,Fully Furnished,Villa,East,Outskirts,Open,New,27,23,30.6,13969553.0
Hyderabad,3105,2,2,Semi-Furnished,Apartment,North,Suburb,Open,New,19,8,26.75,27828985.0
Hyderabad,861,2,4,Unfurnished,Villa,South,Central,Open,New,31,13,1.91,8903094.0
Kolkata,2201,3,1,Unfurnished,Villa,West,Outskirts,Open,Resale,14,0,15.35,19314157.0
Bangalore,3673,1,1,Semi-Furnished,Independent House,East,Suburb,Covered,New,4,13,26.72,48518788.0
Delhi,4385,3,4,Semi-Furnished,Villa,East,Suburb,Covered,New,27,1,2.51,62527705.0
Mumbai,551,1,1,Unfurnished,Villa,East,Outskirts,Open,New,33,0,30.09,6772300.0
Bangalore,2669,4,2,Semi-Furnished,Villa,West,Central,Open,New,4,27,27.47,36252137.0
Mumbai,2185,1,1,Fully Furnished,Apartment,West,Outskirts,Covered,Resale,3,28,10.66,34868899.0
Kolkata,3860,2,3,Fully Furnished,Apartment,West,Central,Open,Resale,16,2,7.76,33953021.0
Pune,2236,2,1,Semi-Furnished,Independent House,North,Central,Covered,Resale,19,24,15.31,24189559.0
Mumbai,1797,2,1,Fully Furnished,Villa,North,Outskirts,Covered,New,6,7,13.57,29956132.0
Delhi,1475,1,4,Fully Furnished,Independent House,North,Central,None,Resale,18,2,21.33,20731879.0
Pune,2408,2,3,Fully Furnished,Apartment,East,Central,None,New,10,10,31.59,26062671.0
Mumbai,1893,5,4,Unfurnished,Independent House,South,Outskirts,Covered,Resale,33,19,6.78,30683188.0
Kolkata,1535,3,1,Semi-Furnished,Independent House,East,Suburb,Open,Resale,28,19,4.66,12948080.0
Pune,1948,2,3,Fully Furnished,Villa,North,Suburb,None,Resale,11,18,9.14,21044679.0
Kolkata,1184,1,2,Semi-Furnished,Villa,West,Suburb,Open,Resale,22,2,14.97,10368093.0
Mumbai,1820,2,2,Fully Furnished,Villa,South,Central,Covered,Resale,17,12,10.65,30821435.0
Kolkata,2835,1,1,Unfurnished,Apartment,East,Outskirts,None,New,7,27,22.49,23166039.0
Delhi,3881,3,2,Fully Furnished,Villa,North,Suburb,None,New,15,12,27.27,55166034.0
Mumbai,4051,1,1,Unfurnished,Apartment,East,Central,Open,Resale,32,20,14.75,63025514.0
Mumbai,2463,3,4,Fully Furnished,Apartment,East,Central,Covered,New,14,21,15.41,40708765.0
Mumbai,2420,2,1,Unfurnished,Apartment,South,Outskirts,Open,Resale,0,12,30.18,38507163.0
Bangalore,2549,5,3,Fully Furnished,Villa,North,Central,None,Resale,11,15,29.76,35328748.0
Bangalore,1350,2,3,Fully Furnished,Villa,North,Central,Covered,Resale,21,28,21.8,18084258.0
Bangalore,424,3,1,Unfurnished,Independent House,West,Central,None,Resale,1,14,11.06,7068878.0
Delhi,417,4,2,Fully Furnished,Apartment,South,Central,Open,New,25,11,26.84,6467595.0
Pune,4225,4,4,Fully Furnished,Apartment,West,Suburb,Open,New,0,5,23.7,46649340.0
Kolkata,969,4,1,Fully Furnished,Villa,South,Suburb,None,New,4,4,5.73,10694437.0
Hyderabad,1755,2,2,Unfurnished,Apartment,South,Outskirts,Open,Resale,18,19,8.91,15094780.0
Mumbai,1992,1,3,Semi-Furnished,Apartment,East,Central,Covered,New,33,23,9.81,32182605.0
Kolkata,1230,5,4,Fully Furnished,Villa,West,Outskirts,Covered,New,12,6,15.33,12256270.0
Mumbai,3482,5,2,Fully Furnished,Independent House,North,Central,Covered,New,19,1,11.44,58130080.0
Delhi,1271,2,1,Unfurnished,Villa,North,Outskirts,Covered,New,17,15,20.32,17278542.0
Mumbai,1234,3,4,Semi-Furnished,Villa,East,Outskirts,Open,Resale,5,0,34.57,19774217.0
Bangalore,3712,2,4,Fully Furnished,Villa,West,Outskirts,None,Resale,17,6,16.16,49264624.0
Hyderabad,3516,4,2,Fully Furnished,Apartment,South,Central,Covered,New,5,15,33.7,32581425.0
Chennai,1369,3,2,Semi-Furnished,Independent House,North,Central,Covered,Resale,6,26,3.32,16095387.0
Mumbai,992,5,1,Fully Furnished,Villa,West,Outskirts,Open,Resale,12,15,29.7,16446300.0
Kolkata,654,2,3,Semi-Furnished,Independent House,South,Outskirts,None,Resale,30,13,32.8,3760948.0
Bangalore,2514,1,4,Unfurnished,Villa,South,Outskirts,Covered,New,18,26,20.47,33083051.0
Chennai,3365,1,1,Unfurnished,Independent House,East,Central,Open,New,17,26,25.99,33901350.0
Hyderabad,3061,5,3,Semi-Furnished,Apartment,South,Suburb,Covered,New,25,29,3.11,28206259.0
Chennai,1002,3,2,Unfurnished,Apartment,East,Outskirts,Open,New,22,28,16.58,9999876.0
Bangalore,1465,4,3,Semi-Furnished,Independent House,South,Suburb,Covered,Resale,20,27,18.32,19098850.0
Pune,2239,1,2,Fully Furnished,Independent House,South,Central,None,New,10,12,29.37,23613357.0
Pune,2831,1,3,Unfurnished,Independent House,South,Suburb,None,New,14,22,32.88,29375742.0
Chennai,1365,2,1,Semi-Furnished,Villa,North,Suburb,Covered,Resale,3,11,8.21,14662944.0
Delhi,2137,5,2,Semi-Furnished,Independent House,East,Suburb,None,Resale,27,12,22.68,29876075.0
Kolkata,884,1,4,Semi-Furnished,Villa,West,Outskirts,None,Resale,23,19,15.43,6766701.0
Kolkata,410,2,1,Fully Furnished,Independent House,West,Central,None,New,34,9,19.07,3039340.0
Chennai,2427,3,1,Fully Furnished,Villa,West,Suburb,Open,New,18,13,6.92,25932120.0
Mumbai,3764,1,3,Fully Furnished,Apartment,North,Central,Open,New,6,27,16.06,61731996.0
Mumbai,3487,5,1,Unfurnished,Apartment,West,Central,Covered,New,28,20,18.18,56060827.0
Kolkata,3438,2,3,Fully Furnished,Independent House,North,Outskirts,Covered,New,29,3,7.6,29697442.0
Kolkata,1004,3,3,Semi-Furnished,Independent House,West,Outskirts,Open,New,9,6,22.74,8808742.0
Pune,1368,2,2,Fully Furnished,Apartment,East,Outskirts,None,New,34,7,31.47,12494303.0
Delhi,836,4,1,Unfurnished,Independent House,North,Suburb,Covered,Resale,6,26,8.65,12764953.0
Bangalore,3174,5,1,Fully Furnished,Villa,North,Central,None,Resale,13,24,28.37,42070657.0
Mumbai,2209,5,4,Semi-Furnished,Independent House,North,Outskirts,Open,Resale,25,25,22.1,35008460.0
Kolkata,3169,1,1,Unfurnished,Apartment,North,Central,None,Resale,17,26,21.42,26392626.0
Pune,2229,2,4,Semi-Furnished,Villa,South,Suburb,Covered,Resale,21,18,31.32,23512644.0
Hyderabad,692,3,1,Fully Furnished,Villa,West,Central,None,Resale,1,4,18.39,7607654.0
Pune,4351,1,3,Unfurnished,Villa,South,Outskirts,None,Resale,0,15,3.13,46450492.0
Mumbai,861,5,4,Unfurnished,Independent House,East,Central,Open,New,28,11,25.05,14795541.0
